;Basisthema;Type;Definitie;Eenheid;Ratio;Teller;Noemer;Bron;Laatste jaar beschikbaar;Aanlevering volgende update;Title;Download URL;Vraagstelling survey
147;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat tevreden is over het zicht op groen vanuit de woning.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Zeer ontevreden/eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden/Zeer tevreden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om een omvangrijke categorie gaat, wordt dit percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over zicht op groen vanuit de woning;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_05.xlsx;Ben je tevreden met ... het zicht op groen vanuit je woning (bomen, struiken, gras, velden, weiden, park, tuin, groendaken, ...)? Antwoordmogelijkheden: 'Zeer ontevreden', 'Eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden', 'Zeer tevreden'
148;Klimaat, milieu en natuur;Geregistreerde statistiek;Verhouding tussen het totaal aantal inwoners dat op de riolering is aangesloten en het aantal maximaal gerioleerde inwoners, dit is het aantal inwoners dat door de gemeente bij de opmaak van de totaal rioleringsplannen voorzien werd om in de riolering te lozen. Deze indicator is een uitdrukking van de vordering van de uitbouw van het rioleringsstelsel binnen de gemeente.;persoon;procent;Aantal gerioleerde inwoners;Maximaal aantal gerioleerde inwoners;Vlaamse Milieumaatschappij;2022;april 2024;Uitvoeringsgraad riolering;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_07.xlsx;
149;Ruimte;Geregistreerde statistiek;Bodemafdekking of bodemafdichting wordt uitgedrukt als de oppervlakte waarvan de aard en/of toestand van het bodemoppervlak gewijzigd is door het aanbrengen van artificiële, (semi-)ondoorlaatbare materialen waardoor essentiële ecosysteemfuncties van de bodem verloren gaan.;hectare;procent;Oppervlakte ingenomen door artificiële, (semi-)ondoorlaatbare materialen;Totale oppervlakte;Departement Omgeving;2021;mei 2024;Verharding;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_RU_06.xlsx;
150;Klimaat, milieu en natuur;Burgerbevraging;Aandeel van de inwoners dat vindt dat er voldoende aanbod aan groen is in de buurt.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Helemaal oneens/Eerder oneens', 'Niet eens, niet oneens' en 'Eerder eens/ Helemaal eens'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om omvangrijke categorie gaat, wordt hun percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Voldoende groen in de buurt;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_S_03.xlsx;Ben je het met onderstaande uitspraken over jouw buurt eens? Er is voldoende groen (bomen, gras, groenperken, weilanden, bos, parken, ...) in mijn buurt. Antwoordmogelijkheden: 'Helemaal oneens', 'Eerder oneens', 'Niet eens, niet oneens', 'Eerder eens', 'Helemaal eens', 'Weet niet/niet van toepassing'
151;Klimaat, milieu en natuur;Geregistreerde statistiek;Totaal aantal onshore windturbines. Een windturbine wordt aan een gemeente toegewezen op basis van het netaansluitingpunt zoals geregistreerd bij de netbeheerders. Het is mogelijk dat een netaansluitingspunt en de windturbine(s) niet binnen dezelfde gemeente vallen.;windturbine;per 10.000 inwoners;Gecumuleerd aantal windturbines;Aantal inwoners;Vlaams Energie- en Klimaatagentschap;2022;mei 2024;Windturbines;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_18.xlsx;
152;Klimaat, milieu en natuur;Geregistreerde statistiek;De benuttingsgraad wordt berekend door het gecorrigeerd vermogen te delen door het potentieel vermogen. Met het gecorrigeerd vermogen of gecorrigeerd aantal installaties wordt het vermogen of het aantal installaties bedoeld geregistreerd door de netbeheerders en verminderd met het vermogen of aantal van alle gekende installaties met een vermogen groter of gelijk aan 750 kW die rechtstreeks op de grond geplaatst zijn.;MWh;procent;Totaalvermogen aan geplaatste zonnepanelen;Potentieel vermogen;Vlaams Energie- en Klimaatagentschap;2022;onregelmatig;Zonnepanelen: benuttingsgraad daken;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_09.xlsx;
153;Klimaat, milieu en natuur;Geregistreerde statistiek;Aantal bijkomende PV-installaties (fotovoltaïsche panelen of zonnepanelen).;zonnepaneel;per 1.000 inwoners;Aantal bijkomende zonnepanelen;Aantal inwoners;Vlaams Energie- en Klimaatagentschap;2022;mei 2024;Zonnepanelen: bijkomende installaties;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_16.xlsx;
154;Klimaat, milieu en natuur;Geregistreerde statistiek;Totaal aantal PV-installaties (fotovoltaïsche panelen of zonnepanelen).;zonnepaneel;per 1.000 inwoners;Gecumuleerd aantal zonnepanelen;Aantal inwoners;Vlaams Energie- en Klimaatagentschap;2022;mei 2024;Zonnepanelen: totaal installaties;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_15.xlsx;
155;Klimaat, milieu en natuur;Geregistreerde statistiek;Totaal vermogen van PV-installaties (fotovoltaïsche panelen of zonnepanelen). De vermelde vermogens zijn omvormersvermogens (AC-vermogen).;watt;per inwoner;Gecumuleerd vermogen van zonnepanelen;Aantal inwoners;Vlaams Energie- en Klimaatagentschap;2022;mei 2024;Zonnepanelen: vermogen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_17.xlsx;
156;Klimaat, milieu en natuur;Geregistreerde statistiek;Aantal inwoners die zijn aangesloten op een riolering en lozen op een rioolwaterzuiveringsinstallatie (RWZI) ten opzichte van het aantal inwoners.;persoon;procent;Aantal inwoners die zijn aangesloten op een riolering en lozen op een rioolwaterzuiveringsinstallatie;Aantal inwoners;Vlaamse Milieumaatschappij;2021;maart 2024;Zuiveringsgraad riolering;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_KL_08.xlsx;
157;Lokaal bestuur;Geregistreerde statistiek;"De autofinancieringsmarge (AFM) is het verschil tussen enerzijds het deel van de ontvangsten en uitgaven uit de exploitatie dat gebruikt kan worden voor de vereffening van de netto periodieke leningsuitgaven, en anderzijds de netto periodieke leningsuitgaven.
De AFM is het verschil tussen het exploitatiesaldo en de aflossingen van leningen. Ze geeft weer of de financiën van het bestuur op een structurele manier in evenwicht zijn en duidt aan of het bestuur in staat is zijn leningslasten (aflossingen van kapitaal en intresten) te dragen met het overschot uit de gewone werking (het saldo van de exploitatie-ontvangsten en uitgaven). Een positieve AFM betekent dat er van het exploitatiesaldo, na het vereffenen van de leningslasten, nog middelen overblijven om een deel van de investeringsuitgaven rechtstreeks te financieren of om bijkomende leningen aan te gaan. Opdat niet-recurrente verrichtingen geen vertekend beeld zouden geven, wordt de AFM maar geëvalueerd op het laatste jaar van de financiële nota van het meerjarenplan. Voor de tussenliggende jaren is wel een negatieve autofinancieringsmarge mogelijk (voor gemeentebesturen, niet voor OCMW).";euro;per inwoner;Autofinancieringsmarge;Aantal inwoners;Agentschap Binnenlands Bestuur;2021;oktober 2023;Autofinancieringsmarge;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_16.xlsx;
158;Lokaal bestuur;Geregistreerde statistiek;"Belastingtarief van de aanvullende personenbelasting. De personenbelasting is de inkomstenbelasting die de federale overheid heft op het jaarinkomen van particulieren. De aanvullende belasting op de personenbelasting (ABP) wordt gevestigd als een percentage op de inkomstenbelastingen, die geregeld, gevestigd, en ingevorderd worden door de federale overheid.
De personenbelasting is een jaarlijkse belasting die de federale overheid heft op het inkomen van particulieren. De gemeente voegt daar een aanvullende heffing aan toe door de bepaling van de aanslagvoet in de vorm van een percentage. Wanneer de gemeente bv. beslist om 7% aanvullende personenbelasting (APB) te heffen, moet de belastingsplichtige voor elke 100 euro die hij moet betalen voor de basisbelasting, 7 euro (=100 euro x 7%) bijkomend betalen voor de gemeente. De inning gebeurt door de federale overheid en wordt afgedragen aan de gemeente.";procent;;Belastingtarief van de aanvullende personenbelasting;;Agentschap Binnenlands Bestuur;2021;oktober 2023;Belastingtarief aanvullende personenbelasting;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_09.xlsx;
159;Lokaal bestuur;Burgerbevraging;Aandeel van de inwoners dat bereid is om mee te praten over wat er gebeurt in de gemeente/stad.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Helemaal niet bereid/Niet bereid', 'Noch bereid, noch niet bereid' en 'Bereid/Heel bereid'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Bereidheid om mee te praten over de gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_S_01.xlsx;Ben je bereid om mee te praten over wat er gebeurt in jouw gemeente/stad? Antwoordmogelijkheden: 'Helemaal niet bereid', 'Niet bereid', 'Noch bereid, noch niet bereid', 'Bereid', 'Heel bereid'
160;Lokaal bestuur;Geregistreerde statistiek;Het budgettair saldo van het gemeentebestuur is de som van de exploitatie-ontvangsten, investeringsontvangsten en andere ontvangsten, verminderd met de som van de exploitatie-uitgaven, investeringsuitgaven en andere uitgaven.;euro;per inwoner;Budgettair saldo;Aantal inwoners;Agentschap Binnenlands Bestuur;2021;oktober 2023;Budgettair saldo;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_13.xlsx;
161;Lokaal bestuur;Burgerbevraging;Aandeel van de inwoners dat gebruik maakt van informatiekanalen om in contact te komen met het gemeente-/stadsbestuur.;persoon;procent;Iedereen die antwoordde met 'Ja' werd in de teller opgenomen.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Contact gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_S_02.xlsx;"Heb je de voorbije 12 maanden contact gehad met je gemeente/stad? Bijvoorbeeld om een paspoort of rijbewijs aan te vragen, iets te melden of je mening te geven. Antwoordmogelijkheden: 'Ja', 'Neen'. 
Op welke wijze heb je contact gehad met je gemeente/stad? Antwoordmogelijkheden: 'E-mail', 'Website gemeente', 'Persoonlijke afspraak', 'Telefoon', 'Per brief', 'Loket', 'Wijkteam / huisbezoek'"
162;Lokaal bestuur;Geregistreerde statistiek;"De exploitatieontvangsten zijn het geheel van opbrengsten, met uitzondering van de opbrengsten die bepaald zijn door de minister (de meerwaarden bij de realisatie van financiële, materiële of immateriële vaste activa). In de economische indeling worden de exploitatieontvangsten ingedeeld volgens hun soort. 
We onderscheiden de volgende belangrijke soorten: ontvangsten uit de werking (vergoedingen die het bestuur krijgt voor geleverde prestaties); fiscale ontvangsten en boetes; algemene en specifieke werkingssubsidies; recuperatie van specifieke kosten sociale dienst (voor het OCMW) en financiële ontvangsten (bv. ontvangen dividenden, intresten op beleggingen).";euro;per inwoner;Exploitatieontvangsten;Aantal inwoners;Agentschap Binnenlands Bestuur;2021;oktober 2023;Exploitatieontvangsten;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_03.xlsx;
163;Lokaal bestuur;Geregistreerde statistiek;"De exploitatieuitgaven zijn het geheel van kosten, met uitzondering van die kosten die bepaald zijn door de minister (de toegestane investeringssubsidies en de minwaarden bij de realisatie van financiële, materiële of immateriële vaste activa). In de economische indeling worden de exploitatieuitgaven ingedeeld volgens hun soort. We onderscheiden de volgende belangrijke soorten: aankoop van goederen en diensten (werkingskosten); personeelskosten; specifieke kosten sociale dienst (voor OCMW); toegestane werkingssubsidies en financiële uitgaven (bv. intresten van leningen).";euro;per inwoner;Exploitatieuitgaven;Aantal inwoners;Agentschap Binnenlands Bestuur;2021;oktober 2023;Exploitatieuitgaven;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_04.xlsx;
164;Lokaal bestuur;Geregistreerde statistiek;"De exploitatieuitgaven worden hier bekeken volgens hun herkomst of bestemming, d.w.z. volgens de verschillende maatschappelijke domeinen waar het bestuur ze voor inzet of voor ontvangt (bv. onderwijs, cultuur, sport, mobiliteit, milieubeheer, lokale economie, ruimtelijke ordening, zorg en opvang, algemeen bestuur, enz.).
De exploitatieontvangsten worden opgedeeld volgens de tien Vlaamse beleidsdomeinen zijnde Algemene financiering, Algemeen bestuur, Zich verplaatsen en mobiliteit, Natuur en milieubeheer, Veiligheidszorg, Ondernemen en werken, Wonen en ruimtelijke ordening, Cultuur en vrije tijd, Leren en onderwijs en het domein Zorg en opvang.";euro;procent;Exploitatieuitgaven naar funtionele indeling;Exploitatieuitgaven;Agentschap Binnenlands Bestuur;2021;oktober 2023;Exploitatieuitgaven, naar functionele indeling;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_05.xlsx;
165;Lokaal bestuur;Geregistreerde statistiek;Financiële schulden zijn de schulden van leningen, leasings of soortgelijke overeenkomsten. Ze houden verband met de thesaurie van het bestuur.;euro;per inwoner;Financiële schuld;Aantal inwoners;Agentschap Binnenlands Bestuur;2021;oktober 2023;Financiële schuld;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_15.xlsx;
166;Lokaal bestuur;Geregistreerde statistiek;"Het gecumuleerd budgettair resultaat is het budgettaire resultaat van het boekjaar, vermeerderd met het gecumuleerde budgettaire resultaat van het vorige boekjaar. Onder het budgettaire resultaat van het boekjaar wordt het verschil tussen de ontvangsten en de uitgaven van het financiële boekjaar verstaan.
Het gecumuleerd budgettair resultaat is dus het saldo van alle ontvangsten en uitgaven, met inbegrip van het saldo van de vorige jaren. Het is de som van het budgettaire resultaat van het boekjaar en het gecumuleerde budgettaire resultaat van de vorige boekjaren. Daarbij is het budgettair resultaat boekjaar gelijk aan de Exploitatie (Ontvangsten - Uitgaven) + de Investeringen (Ontvangsten - Uitgaven) + de Andere (Ontvangsten -Uitgaven). Gecumuleerde budgettaire resultaat = budgettair resultaat boekjaar + gecumuleerde budgettaire resultaat vorig boekjaar.";euro;per inwoner;Budgettair resultaat boekjaar + gecumuleerd budgettair resultaat vorig boekjaar;Aantal inwoners;Agentschap Binnenlands Bestuur;2021;oktober 2023;Gecumuleerd budgettair resultaat;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_14.xlsx;
167;Lokaal bestuur;Geregistreerde statistiek;"De investeringsontvangsten betreffen de ontvangsten uit de verkoop van duurzame goederen die het bestuur gebruikt om zijn maatschappelijke opdracht te vervullen en de dienstverlening te organiseren (bv. gebouwen, wegen, gemeentelijk wagenpark). De investeringenontvangsten kunnen worden ingedeeld in de volgende categorieën: verkoop van financiële vaste activa; verkoop van materiële vaste activa; verkoop van immateriële vaste activa en investeringssubsidies en -schenkingen.";euro;per inwoner;Investeringsontvangsten;Aantal inwoners;Agentschap Binnenlands Bestuur;2021;oktober 2023;Investeringsontvangsten;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_06.xlsx;
168;Lokaal bestuur;Geregistreerde statistiek;Investeringen betreffen de uitgaven voor de aanschaf van duurzame goederen die het bestuur gebruikt om zijn maatschappelijke opdracht te vervullen en de dienstverlening te organiseren (bv. gebouwen, wegen, gemeentelijk wagenpark). De investeringen worden ingedeeld in de volgende categorieën: investeringen in financiële vaste activa, investeringen in materiële vaste activa, investeringen in immateriële vaste activa en toegestane investeringssubsidies.;euro;per inwoner;Investeringsuitgaven;Aantal inwoners;Agentschap Binnenlands Bestuur;2021;oktober 2023;Investeringsuitgaven;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_LO_07.xlsx;
